V1,avg_expr,var_expr,cv2
ENSG00000222715,97.51855933790887,631968.299810305,66.45394087018884
ENSG00000229707,16.690696421813357,15477.47759868972,55.55859672606018
ENSG00000199245,106.94872300995767,634906.5969082118,55.50839023822899
ENSG00000252215,66.42248219390228,243704.2170802819,55.237350888452276
ENSG00000207812,79.63039945873173,340226.6992643645,53.65504990905946
ENSG00000239783,21.887794051989292,24754.19261857857,51.670751578634786
ENSG00000251704,55.7522096912881,159006.3123736308,51.155248153540526
ENSG00000258462,45.938980132053246,107746.40448166855,51.05521245513952
ENSG00000199592,42.90256190246494,93916.17709406336,51.023935495394454
ENSG00000212610,40.06139677499886,81104.65182810795,50.53515356024977
ENSG00000264824,41.39644791197119,86370.97639419406,50.40129257860346
ENSG00000251907,73.13278245195777,262382.7093506116,49.05813318685607
ENSG00000263481,82.82372308733771,333872.1743216749,48.67105133718167
ENSG00000201469,55.22482583675994,146549.45043220258,48.05244434082151
ENSG00000208032,58.038826262552114,160968.08217978684,47.78620345422994
ENSG00000235934,19.138607346960317,17396.751192094478,47.49495575168012
ENSG00000259589,11.417730944194284,6144.154149084677,47.1305484445035
ENSG00000274367,23.7911997967685,26669.18923573368,47.116945110863945
ENSG00000250767,9.031040948424833,3782.282776792075,46.37440731642085
ENSG00000211482,50.64125703937836,118203.10063648057,46.09140151847563
ENSG00000281719,37.527995823820525,63609.332289917824,45.165840193851096
ENSG00000269533,5.076198786675139,1161.7067733136,45.0836718044435
ENSG00000239595,13.926046026640229,8729.059402079238,45.01028848554987
ENSG00000207650,60.73178576617471,165321.65240032747,44.82266088077102
ENSG00000263637,16.96114485310606,12801.566881342747,44.49926145809843
ENSG00000271018,30.32943634769376,40695.05030054201,44.239775150806985
ENSG00000238500,61.64183219495398,166431.2392979307,43.800974134454506
ENSG00000251889,47.892370738501015,99136.98183045605,43.221817119407305
ENSG00000258394,69.53937562917893,207955.73480586705,43.00404696344326
ENSG00000274321,22.989027167505043,22469.689348253713,42.51634095422602
ENSG00000212489,67.33289175375315,192686.12223026183,42.5006824362117
ENSG00000276406,29.13095370882542,35996.07518733235,42.417565985617756
ENSG00000229611,20.165025629879853,17147.839084873893,42.17080028242002
ENSG00000232773,12.938272581491598,7040.664759575843,42.059206298399516
ENSG00000207504,78.68006791253565,259779.62150032845,41.963879133442454
ENSG00000239001,48.93594922875967,100061.59978459432,41.78413425887907
ENSG00000269444,22.90138037924141,21822.028910357705,41.6075176805127
ENSG00000215948,43.45617352063497,78246.60632401906,41.43454229516057
ENSG00000239959,9.029644018881932,3355.466461356804,41.153961211366386
ENSG00000258407,19.14987806532341,15050.228156767344,41.04035017927479
ENSG00000253189,52.355233879184965,112207.77997695892,40.93575097086446
ENSG00000217776,37.047517573994774,55526.4944211964,40.455915208978936
ENSG00000282320,83.64539436290409,282721.7357485904,40.408723586178816
ENSG00000208014,65.75642715966244,174597.20362946467,40.37949355682268
ENSG00000221032,92.17559479205495,342075.9950884354,40.261569570623244
ENSG00000222460,31.796830752274793,40644.63857436214,40.200883299379655
ENSG00000231359,26.05203880296688,27138.012822311604,39.98477077287017
ENSG00000242769,23.947372484334785,22904.878751430748,39.94038605621761
ENSG00000168124,20.608643647335324,16959.01192067973,39.93022211273294
ENSG00000226838,11.735454544945357,5495.94245362312,39.906381079007524
ENSG00000201968,38.621780220905116,59238.03465926429,39.713308109754124
ENSG00000248185,9.305175954552773,3430.1569410889374,39.61546987348534
ENSG00000248903,49.17822970988034,95072.84049899915,39.31069184026672
ENSG00000238593,52.913290017061094,110048.6507888079,39.305668855541796
ENSG00000239367,26.96780772150772,28541.12490898695,39.244590354412566
ENSG00000267952,8.435779978614608,2788.9592120569364,39.19148096598212
ENSG00000275012,27.445482918245396,29432.730151468142,39.07408303175033
ENSG00000221400,19.583804980253714,14981.393772229574,39.06232309114034
ENSG00000200024,50.50493346369851,99158.17686490506,38.87415183328683
ENSG00000252112,84.40217622647977,276576.5683118309,38.824698736297975
ENSG00000259305,3.529093282488653,482.20383116994134,38.71723911321548
ENSG00000265470,87.4208359343073,294505.33774021704,38.535700730666036
ENSG00000223078,68.86913125543481,181294.58162188495,38.223954476666655
ENSG00000251887,57.72544644336387,126191.2915487833,37.86995460431013
ENSG00000211935,16.97102981761698,10899.569150139512,37.843643097915276
ENSG00000212049,27.31314703516272,28059.46921514465,37.612826107588866
ENSG00000282738,47.08056921961264,83277.70831598646,37.570359919119326
ENSG00000250796,16.34585722854392,10017.82117443469,37.49366306985164
ENSG00000224553,36.45952482128942,49822.594280118305,37.48040968034936
ENSG00000261267,41.665969629763815,65015.47213490669,37.45016493828064
ENSG00000201839,70.22071773150347,184263.11769817234,37.36869115295784
ENSG00000270252,38.90383260034961,56093.22488153554,37.061725344625415
ENSG00000244732,30.054703083925844,33324.677708370415,36.892753849863325
ENSG00000280934,103.73848280100336,395258.79293061415,36.728378549269465
ENSG00000275533,30.23189778215166,33444.34213630965,36.59247936595762
ENSG00000230641,21.268276339948795,16548.865715098796,36.58504915927361
ENSG00000253467,25.006401188833657,22763.480879607243,36.402925260887685
ENSG00000275096,35.90746241788721,46934.869721942996,36.4020789740004
ENSG00000281115,22.044440735393962,17599.71906073448,36.21659067996999
ENSG00000253021,74.88214368710193,202781.17310633665,36.16355311026108
ENSG00000271065,29.911876366590214,32316.901540134164,36.11955581503689
ENSG00000233419,39.431786091740534,56076.48808897245,36.065163780753785
ENSG00000223906,26.65438692404992,25617.64781727111,36.05801833571809
ENSG00000241223,16.683802633583866,10025.145719988752,36.01642536585017
ENSG00000199444,85.799510947289,263973.83570033766,35.858428961881145
ENSG00000221774,53.075058941642894,100534.07433358893,35.688830221013106
ENSG00000272814,11.873073806557649,5026.621243831839,35.657412677166896
ENSG00000231056,37.24287141734626,49270.557506625715,35.52230682738241
ENSG00000199545,58.40520939525425,120227.35073028166,35.2452103367099
ENSG00000212366,64.95108545515527,148198.99901298594,35.12953842856158
ENSG00000244256,35.958259098678965,45402.25314496673,35.11398271177839
ENSG00000252852,109.38107239987784,419647.48614046426,35.075209352433056
ENSG00000277697,12.103604128148934,5122.98066063645,34.969811781019246
ENSG00000267990,12.606175279706653,5557.073114382941,34.968695236442315
ENSG00000276863,8.249485885616652,2371.030634904578,34.84042127550156
ENSG00000222561,37.7264648795225,49563.82989367184,34.82351726205881
ENSG00000238836,42.78910144713356,63679.8847681949,34.78050917923048
ENSG00000237913,32.91143369799625,37617.12355729886,34.72897618466813
ENSG00000276961,45.09514190983032,70608.75284208897,34.721543647175075
ENSG00000278966,3.669864352225952,465.35025306113215,34.552536199622
ENSG00000234274,15.076927631513842,7843.619322588616,34.50569722598423
ENSG00000281182,104.06176776310544,373349.21987523773,34.47726839093405
ENSG00000226179,15.653497653579539,8371.832425765899,34.16628362315433
ENSG00000269646,21.66013464343283,15993.979038257145,34.09056653222836
ENSG00000256709,22.340215432408353,16977.90681462179,34.01805131649291
ENSG00000276242,38.16674137564209,49497.089742399454,33.97891449132209
ENSG00000162188,5.223379290698193,926.4954166075134,33.9578471741134
ENSG00000239821,10.405963473784125,3669.0372700841835,33.88344262419656
ENSG00000207798,26.619215402161895,23973.013415593687,33.83234706452779
ENSG00000227604,14.718723130324445,7328.068838087703,33.82589281413277
ENSG00000206772,36.164548487461516,43817.62641184198,33.50292719754799
ENSG00000259843,9.762657635294875,3186.709510949689,33.435387264010714
ENSG00000270947,44.43887625483227,65970.76123101612,33.406067858256776
ENSG00000206877,61.22650093411013,124710.57556008887,33.26782457512089
ENSG00000222950,24.924277459749828,20604.92168820245,33.16849864307535
ENSG00000215030,9.466991151053069,2970.4457696807153,33.14344788184071
ENSG00000281749,54.39367318734838,97917.01454781265,33.09492402169736
ENSG00000258737,59.22588272012315,115642.10699166845,32.968023515741656
ENSG00000254195,31.538231577135384,32779.39278580888,32.95537279538315
ENSG00000278700,19.263198684667962,12216.664027840396,32.92272863296306
ENSG00000222118,22.339700331914706,16419.36205403085,32.900431438739226
ENSG00000278135,40.68209175479721,54290.68433938457,32.80339292550478
ENSG00000252047,77.46876973867023,196591.37073725738,32.75752888190545
ENSG00000226510,9.230506868040413,2787.070678195539,32.71123060573737
ENSG00000266373,6.577008616493811,1407.265935631361,32.53264346007792
ENSG00000241162,25.352133460947524,20815.18774856711,32.385552280364884
ENSG00000199202,34.72663566624817,38997.86980689089,32.33817178200727
ENSG00000223119,56.72880975328472,103814.209287842,32.25889279902862
ENSG00000213706,7.200574526816148,1670.7669124279944,32.22415712463175
ENSG00000277212,29.93625649960617,28853.157677262203,32.195736661789155
ENSG00000199858,62.33197372625123,125023.3224433498,32.17875802794237
ENSG00000253421,24.723813623952914,19663.514175886157,32.16845577959029
ENSG00000274087,35.765946174985935,41135.39173610807,32.157049948725664
ENSG00000241828,22.72173529732535,16576.594787276597,32.10793159925278
ENSG00000267986,20.931080224355878,14003.650266540253,31.963768120780944
ENSG00000201178,41.133389624654605,53915.5663979319,31.865825481797476
ENSG00000252833,55.88673376576587,99486.57672373446,31.852757131474203
ENSG00000197990,2.3012638095762403,168.56117625076442,31.829127790716644
ENSG00000221325,69.72648163170993,153912.80480854865,31.657692012386626
ENSG00000233814,30.88672218927954,30199.53285742812,31.656039664283533
ENSG00000206886,32.288478199224286,32899.01201624607,31.556418188613012
ENSG00000201241,45.318733735628584,64758.099749318375,31.53105943640039
ENSG00000168148,19.026710370679744,11412.589171411973,31.525121518310538
ENSG00000239917,22.260668091292455,15620.288133125985,31.52191923844635
ENSG00000232579,18.838795396912936,11175.42890592821,31.488932741792
ENSG00000230101,12.356295159105986,4791.420404610165,31.382513926596317
ENSG00000243976,10.912726654474472,3735.9344301806173,31.371312672016014
ENSG00000212298,27.060451361600908,22963.99648604152,31.36009713833802
ENSG00000214184,5.426748613804174,923.2037879620844,31.348601398372747
ENSG00000207383,55.20300235082344,95339.90721449441,31.285948627725027
ENSG00000242445,25.23354237388723,19869.442046188775,31.205362119515545
ENSG00000254016,10.089835064922779,3176.469605616849,31.201578811376834
ENSG00000277096,15.93897584972767,7909.936950929554,31.13523848460856
ENSG00000252401,34.28813200280892,36551.751415003775,31.089986979268446
ENSG00000221536,46.94904154144378,68520.03748682186,31.085949034048458
ENSG00000232303,2.9819603811659023,275.4176889771344,30.973343697160583
ENSG00000263768,43.25279829235824,57731.08722331773,30.858962210158555
ENSG00000238913,115.9510365646691,414323.5223983452,30.816997229558552
ENSG00000241269,5.448850063923392,913.8159841739858,30.778612303124543
ENSG00000227933,14.545278413331092,6510.313761284969,30.77215012788134
ENSG00000207392,24.457347704148614,18340.85056125799,30.662019577409424
ENSG00000228083,31.177348357440007,29785.037150944172,30.642189569233796
ENSG00000241912,32.54819167009332,32448.77698371316,30.629831167947962
ENSG00000196747,11.485637980527553,4035.5690950267795,30.59106103296345
ENSG00000258608,11.182017516006992,3820.415909495909,30.554157184295516
ENSG00000238540,64.89006445960673,128526.5609497921,30.52365076253883
ENSG00000249539,45.82441564770619,63880.03181059103,30.420843553098432
ENSG00000201287,11.871077724459422,4284.406664861126,30.40257645269958
ENSG00000226970,17.677404609358266,9487.427474118536,30.360677890044002
ENSG00000273957,4.596101494839535,640.7243001440579,30.331366325543012
ENSG00000222405,36.46886422602476,39736.91113629907,29.877869713099
ENSG00000250650,33.24446551312833,32978.329457740445,29.839390114668387
ENSG00000280903,17.359367490608918,8990.98228268081,29.835914070563245
ENSG00000253437,44.604341934307335,59351.965045844125,29.831894153673
ENSG00000206848,47.308602206445585,66524.19810528852,29.72346360131869
ENSG00000142694,2.5689172601668955,195.957563129757,29.693527713760247
ENSG00000282327,83.0383022060548,204291.49660153652,29.627388195389923
ENSG00000275845,30.571197054407868,27680.164142432226,29.61718460391489
ENSG00000221676,44.85731311194218,59553.55377367815,29.59655547506305
ENSG00000263159,22.060619202490265,14389.166901305909,29.566522925209654
